Features,Label,Predicted_Label
"toppr
Q Type your question.
\( \boldsymbol{H}_{2} \boldsymbol{O}_{2(l)} \rightarrow \boldsymbol{H}_{2} \boldsymbol{O}_{(l)}+\frac{1}{2} \boldsymbol{O}_{2(g)} ; \boldsymbol{\Delta}_{r} \boldsymbol{G}^{o}= \)
\( -122.6 k J / m o l \)
As the reaction from left to right is accompanied by a decrease in free
energy, it is a spontaneous process.
However, its decomposition at \( 25^{\circ} \mathrm{C} \) in
the absence of catalysts is slow. The
catalysts which accelerate
decomposition are \( \mathrm{Pt}, \) Ag, cobalt, iron,
copper, manganese dioxide and light.
Concentrated \( \boldsymbol{H}_{2} \boldsymbol{O}_{2} \) solution can result
into uncontrolled decompositions
leading to explosion. \( \boldsymbol{H}_{2} \boldsymbol{O}_{2} \) thus stored
in colored wax-lined bottles (as rough
glass surfaces) also causes its decomposition. A few stabilizers such
as acids acetanilide, pyrophosphates,
and stannates are added to slow down
the decomposition of \( \boldsymbol{H}_{2} \boldsymbol{O}_{2} \)
\( H_{2} O_{2} \) is stored in colored wax-lined
bottles because:
A. it is radioactive
B. it produced uncontrolled decompositions leading to explosion
C. it is non-polar molecule
D. none of these",,2.0
"In which of the following acids, \( \boldsymbol{P}-\boldsymbol{P} \)
bonds is present?
A. Tetrapolyphosphoric acid \( \left(H_{6} P_{4} O_{13}\right) \)
B. Pyrophosphoric acid \( \left(H_{4} P_{2} O_{6}\right) \)
C. Hypophosphoric acid \( \left(H_{4} P_{2} O_{6}\right) \)
D. Polymetaphosphoric acid \( \left(H P O_{3}\right)_{n} \)",,2.0
"If the diagonal of cube is \( \sqrt{300} \mathrm{cms} \) then the surface area (in sq. cm) is
A. 300
B. 600
\( c \cdot 1200 \)
D. 2400",,3.0
"In the given figure
\[
\angle Q R N=40^{\circ}, \angle P Q R=46^{\circ} \text { and } M N
\]
is a tangent at \( R \). What is the value
\( (\text {in degrees}) \)of \( \mathbf{x}, \) y and z respectively?
\( M \)
\[
\frac{y_{z}}{R} 40^{46^{\circ}}
\]",,3.0
"Read the following statement (A-E) and
answer the question which follows them.
(A) In liverworts, mosses, and ferns,
gametophytes are free-living
(B) Gymnosperms and some ferns are heterosporous.
(C) Sexual reproduction in Fucus, Volvox, and Albugo is oogamous.
(D) The sporophyte in liverworts is more elaborate than that in mosses.
(E) Both, Pinus and Marchantia are
dioecious.
How many of the above statements are
correct?
A. Two
B. Three
c. Four
D. one",,1.0
"(a) Write the products of the following reactions:
(ii) \( 2 C_{6} H_{5} C H O+ \) Conc.NaOH\( \longrightarrow \)
(iii) \( C H_{3} C O O H \quad C l_{2} / P \)
(b) Give simple chemical tests to distinguish between the following pairs of compounds:
(i) Benzaldehyde and benzoic acid
(ii) Propanal and propanone",,2.0
"Which of the following is not a correct match?
A. Butter - Oil in water type emulsion
B. Vanishing cream - Oil in water type emulsion
c. Milk - Oil in water type emulsion
D. Cream - water in oil type emulsion",,2.0
"Choose the correct answer from the
alternatives given
Active transport
A. Requires an input of ATP
B. Is involved in diffusion
c. occurs in osmosis and facilitated transport
D. All of the above",,1.0
"The critical points of the function \( f(x)=(x-2)^{2 / 3}(2 x+1) \) are
A. 1 and 2
B. 1 and \( -\frac{1}{2} \)
c. -1 and 2
\( D \)",,3.0
"Which of the following colligative properties can provide molar mass of proteins (or polymers orcolloids) with greater precision?
A. Relative lowering of vapour pressure
B. Elevation of boiling point
c. Depression in freezing point
D. osmotic pressure",,2.0
"The device used to detect the presence
of static electric charges on a body is
called:
A. ammeter
B. gold leaf electroscope
c. voltmeter
D. microscope",,4.0
"Secondary growth occurs through
A. Formation and division of meristematic cells
B. Vascular region
C . Cortical region
D. Both B and C",,1.0
"In the Lac-operon of Escherichia coli, there are three adjacent structural genes viz., lac \( Z \), lac \( Y \), and lac \( A \). Lac \( A \)
gene codes for
A. Beta glactosidase
B. Beta galactoside transacetylase
c. Beta galactoside permease
D. Polymerase",,1.0
Calculate the following limits. \( \lim _{x \rightarrow 0} \frac{\sqrt{6+x}-\sqrt{6-x}}{x} \),,3.0
"Which of the following molecules represents the order of hybridisation
\( s p^{2}, s p^{2}, s p, s p \) from left to right carbon
atoms?
A \( \cdot C H_{2}=C H-C H=C H_{2} \)
в. \( H C=C-C \equiv C H \)
c. \( C H_{3}-C H=C H-C H_{3} \)
D. \( C H_{2}=C H-C \equiv C H \)",,2.0
"Let \( f \) be a linear function for which
\( \boldsymbol{f}(\boldsymbol{6})-\boldsymbol{f}(2)=12 . \) The value of \( \boldsymbol{f}(\mathbf{1 2})- \)
\( f(2) \) is equal the
A . 12
B . 18
\( c \cdot 24 \)
D. 30",,3.0
"If energy (E), force (F) and linear
momentum (P) are fundamental
quantities, then match the following
and give correct answer.
\( \mathbf{A} \) B
Physical quantity Dimensional formula
Mass \( E^{0} F^{-1} p^{1} \)
a)
d)
b) Length
e) \( E^{-1} F^{0} p^{2} \)
Time \( E^{1} F^{-1} p^{0} \)
c)
f) \( r \) 1 an
\( A \cdot a-d, b-e, c-f \)
B. a-f, b-e, c-d
\( \mathbf{C} \cdot a-e, b-f, c-d \)
D. a-e, b-d, c-f",,4.0
"Which of the following is not the correct
difference between I yophobic and
Iyophilic sols?
A. (Lyophobic sols) Require special methods for preparation (Lyophilic sols) Can be prepared by shaking with the solvent
B. (Lyophobic sols)Are reversible (Lyophilic sols) Are irreversible
C. (Lyophobic sols) Easily coagulated by electrolytes (Lyophilic sols)Cannot be easily coagulated
D. (Lyophobic sols) Are less stable (Lyophilic sols) Are more stable",,2.0
"Let \( (a-b \cos y)(a+b \cos x)=a^{2}-b^{2} \)
and \( \frac{d y}{d x}=\frac{\sin x f(y))}{(a+b \cos x)^{2}} \cdot \) If \( a^{2}-b^{2}= \)
\( 192, \) then \( f(\pi / 2) \)",,3.0
"A potential barrier of \( 0.5 \mathrm{V} \) exists across a p-njunction
(i) If the depletion region
is \( 5 \times 10^{-7} \) m wide. What is the average
intensity of the eectric field in this
region?
(ii) An electron with speed \( 5 \times \)
\( 10^{5} \mathrm{m} / \mathrm{s} \) approaches the \( \mathrm{p} \) -n junction
from the n-side with what speed will it enter the p-side?",,4.0
"If \( \boldsymbol{A}=\operatorname{diag}(\mathbf{2}-\mathbf{5} \mathbf{9}), \boldsymbol{B}=\operatorname{diag}(\mathbf{1} \mathbf{1}- \)
4) and \( C=\operatorname{diag}(-634), \) then find \( A \)
\( 2 B \)",,3.0
"The statement ""The change of enthalpy
of a chemical reaction is same whether
the reaction takes place in one or several steps"" is:
A . Le Chatelier's law
B. van't Hoff's law
c. first law of thermodynamics
D. Hess's law.",,2.0
"Which of the following statement is correct about an aqueous solution of an acid and a base?
(i) Higher the pH, stronger the acid.
(ii) Higher the pH, weaker the acid.
(iii) Lower the pH, stronger the base.
(iv) lower the pH, weaker the base.
\( A \cdot \) (i) and (iii)
B. (ii) and (iii)
c. (i) and (iv)
D. (ii) and (iv)",,2.0
"f \( \boldsymbol{y}=\boldsymbol{a} \cos (\log \boldsymbol{x})-\boldsymbol{b} \sin (\log \boldsymbol{x}), \) then
the value of \( x^{2} \frac{d^{2} y}{d x^{2}}+x \frac{d y}{d x}+y \) is
\( \mathbf{A} \cdot \mathbf{0} \)
B. 1
c. 2
D. 3",,3.0
"7 boys and 8 girls have to sit in a row on
15 chairs numbered from 1 to 15 then?
A. Number of ways boys and girls sit alternately is \( 8 ! 7 ! \)
B. Number of ways boys and girls sit alternately is \( 2(8 ! 7 !) \)
C. The number of ways in which first and fifteenth chair are occupied by boys and between any two boys an even number of girls sit is \( ^{9} C_{4} 8 ! 7 ! \)
D. The number of ways in which first and last seat are occupied by boys and between any two boys an even number of girls sit is \( \left(2^{9} C_{4} 8 ! 7 !\right) \)",,3.0
"Arrange the following in decreasing order of their Band gaps
A. conductors, , Insulators, Semiconductors
B. Insulators, Semiconductors, Conductors
c. Insulators, Conductors, Semiconductors
D. conductors, Semiconductors, Insulators",,4.0
"The limiting friction between two surfaces does not depend
A. on the nature of two surfaces.
B. on normal reaction
c. on the weight of the body
D. on height of the body",,4.0
"The conclusion that may be drawn from
the experiment which demonstrated radioactivity (A.R) is
A. \( A l \) is artificial radioactive substance
B. positrons are essential for the production of A.R
c. Exponential decay led to the discovery of A.R.
D. In A.R., only positrons are produced",,4.0
"If incident ray CA and reflected ray BD
are parallel to each other. Find the angle
of inclination between the mirrors.
A \( \cdot i_{1}+i_{2}=\theta \)
B. \( i_{1}+i_{2}=\frac{1}{2} \theta \)
\( \mathbf{c} \cdot i_{1}+i_{2}=2 \theta \)
\( D \cdot \) none",,4.0
"In the reaction \( \boldsymbol{F e}(\boldsymbol{O} \boldsymbol{H})_{3}, \boldsymbol{F} \boldsymbol{e}_{\boldsymbol{a} \boldsymbol{q}}^{3+}+ \)
\( 3 O H_{a q}^{-}, \) if the concentration of \( O H^{-} \) is decreased by \( \frac{1}{4} \) times then the equilibrium concentration of \( \boldsymbol{F} \boldsymbol{e}^{\mathbf{3}+} \)
increased by how many times??",,2.0
"A particle executing simple harmonic motion completes
1200 oscillations per minute and
passes through the mean position with a velocity of 3.14 ms\( ^{-1} \). Determine the
maximum displacement of the particle
from its mean position. Also obtain the
displacement equation of the particle if it particle if its displacement be zero at the instant \( \boldsymbol{t}=\mathbf{0} \)",,4.0
"The stopping potential in an experiment
of photon is \( 2 \mathrm{eV} \). What is the maximum
kinetic energy of photoelectrons emitted ?",,4.0
"Find, if possible, \( (\boldsymbol{f} \circ \boldsymbol{g})(\boldsymbol{0}) \)
\( f(x)=\frac{1}{(x+1)}, g(x)=\frac{1}{(x-1)} \)",,3.0
Write two important limitations of Rutherford nuclear model of the atom.,,2.0
"Which bomb works on the principle of Nuclear fusion?
A. Atom bomb
B. Hydrogen bomb
c. Neutron bomb
D. Nuclear reactor",,2.0
"For the galvanic cell, \( \boldsymbol{C u}\left|\boldsymbol{C u}^{2+} \| \boldsymbol{A} \boldsymbol{g}^{+}\right| \boldsymbol{A} \boldsymbol{g} \)
Which of the following observations is
not correct?
A. Cu acts as anode and Ag acts as cathode
B. Ag electrode loses mass and Cu electrode gains mass
C. Reaction at anode, \( C u \rightarrow C u^{2+}+2 e^{-} \)
D. copper is more reactive than silver",,2.0
"The longest chord of a circle is a \( \ldots \). Of the circle.
A. Diameter
B. Lies on upper part of centre
c. Lies on lower part of centre
D. None of these",,3.0
"The temperature at which \( R M S \)
velocity of \( \boldsymbol{O}_{2} \) is equal to the \( \boldsymbol{R} \boldsymbol{M} \boldsymbol{S} \)
velocity of \( S O_{2} \) at \( 327^{\circ} C \) is:
A. \( 273 K \)
в. \( 300 K \)
\( \mathbf{c} \cdot 100^{0} C \)
D. \( 1200 K \)",,2.0
"If \( A B C D \) is a rectangle, \( E, F \) are the
mid-points of \( B C \) and \( A D \) respectively and \( G \) is any point on \( E F, \) then \( \triangle G A B \) equals.
\( ^{\mathbf{A}} \cdot \frac{1}{2}(\square A B C D) \)
в. \( \frac{1}{3}(\square A B C D) \)
c \( \cdot \frac{1}{4}(\square A B C D) \)
D \( \cdot \frac{1}{6}(\square A B C D) \)",,3.0
"Which of the following are dimensionless
A. S.D.
в. М.D.
c. variance
D. coefficient of variation",,2.0
"An atom has two main regions.Which are those?
A. Planetary electrons and energy levelss
B. Nucleus and kernel
c. Principal energy levels and energy sublevels
D. Nucleus and energy levels",,2.0
"R.Q. of sprouting potato tubers is
\( A \)
B. \( <1 \)
\( c \cdot>1 \)
D.",,1.0
"State True or False.
\( \boldsymbol{n}^{n}>1 \times \mathbf{3} \times \mathbf{5} \times \mathbf{7} \times \ldots \ldots \times(\mathbf{2 n}-\mathbf{1}) \)
A. True
B. False",,3.0
"Why is sodium extract made acidic
with acetiuc acid before the addition of
lead acetate in the test of sulphur?",,2.0
"Pick out the wrong statement.
A. Gauss's law of magnetism is given by \( \alpha \phi B . d s=0 \)
B. An EM wave is a wave radiated by a charge at rest and propagates through electric field only
C. A time varying electric field is a source of changing magnetic field
D. Faraday's law of EM induction is \( \phi E . d I=-\frac{d \phi_{B}}{d t} \)",,4.0
"Find the centroid of a triangle, midpoints of whose sides are
(1,2,-3),(3,0,1) and (-1,1,-4)",,3.0
"An event in which all the possible outcomes of the experiments are present is known as event
A. a complement.
B. an experiment
c. a sample space.
D. an exhaustive event.",,3.0
"\[
\operatorname{ftg}\left[\begin{array}{ccc}
3 & 2 & -1 \\
2 & -2 & 0 \\
1 & 3 & 1
\end{array}\right], B\left[\begin{array}{ccc}
-3 & -1 & 0 \\
2 & 1 & 3 \\
4 & -1 & 2
\end{array}\right]
\]
and \( X=A+B \) then find \( X \)",,3.0
"Equation of normal drawn to the graph of the function defined as \( f(x)=\frac{\sin x^{2}}{x} \)
\( \boldsymbol{x} \neq \mathbf{0} \) and \( \boldsymbol{f}(\mathbf{0})=\mathbf{0} \) at the origin is?
A. \( x+y=0 \)
в. \( x-y=0 \)
c. \( y=0 \)
D. \( x=0 \)",,3.0
"Solve:
\( \frac{1}{3}(x-2)+\frac{1}{4}(x+3)=\frac{1}{5} \)",,3.0
"A smooth wire is bent into a vertical
circle of radius \( a \). A bead \( P \) can slide
smoothly on the wire. The circle is
rotated about vertical diameter \( A B \) as
axis with a constant speed as shown in
figure. The bead \( P \) is at rest w.r.t the
wire in the position shown. Then \( \omega^{2} \) is
equal to:",,4.0
"post a letter to my friend and do not receive a reply. It is known that one letter out of \( m \) letters do not reach its
destination. If it is certain that my friend will reply if he receives the letter If \( A \) denotes the event that my friend receives the letter and \( B \) that I get a
reply, then This question has multiple correct options
A \( \cdot P(B)=(1-1 / m)^{2} \)
B . \( P(A \cap B)=(1-1 / m)^{2} \)
c. \( P\left(A \mid B^{\prime}\right)=(m-1) /(2 m-1) \)
D. \( P(A \cup B)=(m-1) / m \)",,3.0
"Which of the following is true for
cornea?
A. It allows light to enter the eye
B. Most of the refraction of light occurs on the outer surface of cornea
C. It forms a transparent bulge on the outer surface of the eyeball.
D. All of the above",,4.0
"When we inflate cycle tubes, the volume
of tube as well as the pressure of air inside tube increases
A. It is an exceptional case of Boyle's Las
B. It happens because air is not ideal gas
c. It happens because mass of air is not constant
D. It happens because external force is applied in inflating the tubes",,4.0
"Hydrogen from \( H C l \) can be prepared by
A . \( M g \)
в. \( C u \)
\( c . P \)
D. \( P t \)",,2.0
"Electrical power can be calculated by
A. Current \( \times \) resistance
B. Current x potential difference
c. Resistance \( \times \) voltage
D. Resistance x charge",,4.0
"How high does a mercury barometer
stand on a day when atmospheric pressure is \( 98.6 k P a \)",,4.0
"The area of the region, enclosed by the circle \( x^{2}+y^{2}=2 \) which is not common
to the region bounded by the parabola \( y^{2}=x \) and the straight line \( y=x, \) is:
A \( \cdot \frac{1}{3}(15 \pi-1) \)
в. \( \frac{1}{6}(24 \pi-1) \)
c. \( \frac{1}{6}(12 \pi-1) \)
D. \( \frac{1}{3}(6 \pi-1) \)",,3.0
"The function of glucagon hormone is
A. To increase glycogenesis.
B. To decrease blood sugar level.
C. To release glucose from liver cells and glycogenolysis promotion.
D. To increase the absorption of glucose and fatty acids through cell.",,1.0
"Arrange the following in order of increasing reducing property.
\( N a H, M g H_{2} \) and \( H_{2} O \)",,2.0
"Two parallel wires carrying currents in
the same direction attract each other
because of
A. potential difference between them
B. mutual inductance between them
c. electric forces between them
D. magnetic forces between them",,4.0
"Which RNA carries information from
DNA in protein synthesis?
A. snRNA
B. tRNA
c. rRNA
D. mRNA",,1.0
"A power transformer (step-up) with an 1: 8 turn ratio has \( 60 H z, 120 V \) across
the primary; the load in the secondary is
\( 10^{4} \Omega . \) The current in the secondary is
\( \mathbf{A} \cdot 96 A \)
B . \( 0.96 A \)
\( c .9 .6 A \)
D. \( 96 m A \)",,4.0
"Find the multiplicative inverse of the complex numbers given the following:
\( \sqrt{5}+3 i \)",,3.0
"Assertion
At high temperatures the sodium sulphate or potasium sulphate formed, forms a crust and sticks to the glass
apparatus.
Reason
The non volatile residue of the metal
sulphate remains in the vessel. The
dissolved nitrogen oxides are removed at reduced pressure to give fuming nitric acid.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,2.0
"Hydrogen does not combine with
\( A \cdot S b \)
B. Na
c. не
D. zn",,2.0
"If due to air drag, the orbital radius of the earth decreases from \( \boldsymbol{R} \) to \( \boldsymbol{R}-\boldsymbol{\Delta} \boldsymbol{R} \)
\( \Delta R<<R, \) the work done by air friction
force \( W \) is
\( ^{\mathbf{A}} \cdot_{-} \frac{G M m}{R^{2}} \times \Delta R \)
\( ^{\text {в } \cdot \frac{G M m}{R^{2}} \times \Delta R} \)
\( ^{\mathrm{c}} \cdot \frac{G M m}{2 R^{2}} \times \Delta R \)
\( ^{\mathrm{D}} \cdot \frac{G M m}{2 R^{2}} \times \Delta R \)",,4.0
"Classify the following pair of line as coincident, parallel or intersecting
\( \boldsymbol{x}-\mathbf{2} \boldsymbol{y}+\mathbf{3}=\mathbf{0} \) \& \( \mathbf{3} \boldsymbol{x}-\mathbf{6} \boldsymbol{y}+\mathbf{9}=\mathbf{0} \)
A. Parallel
B. Intersecting
c. coincident
D. None of these",,3.0
"A small coin is resting on the bottom of
a beaker filled with a liquid. A ray of
light from the coin travels upto the
surface of the liquid and moves along
its surface (see figure)How fast is the
light travelling in the liquid?
\( \mathbf{A} \cdot 1.2 \times 10^{8} \mathrm{m} / \mathrm{s} \)
B . \( 1.8 \times 10^{8} \mathrm{m} / \mathrm{s} \)
C \( .2 .4 \times 10^{8} \mathrm{m} / \mathrm{s} \)
D. \( 3.0 \times 10^{8} \mathrm{m} / \mathrm{s} \)",,4.0
"When a plane mirror is placed horizontally on level ground at a distance of \( 60 \mathrm{m} \) from the foot of
a tower, the ray coming from the top of the tower and its reflected ray from
the mirror subtends an angle of \( 90^{\circ} \)
What is the height of the tower?
A. 30
B. 60 \( m \)
\( c \cdot 90 m \)
D. 120",,4.0
